Rule,Support,Confidence,Lift,Leverage
american -> time,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
american -> would,0.23048716605552647,0.23048716605552647,1.0,0.7695128339444736
year -> american,0.20429544264012572,0.20429544264012572,1.0,0.7957045573598742
becaus -> ani,0.2032477737035097,0.2032477737035097,1.0,0.7967522262964903
could -> ani,0.2032477737035097,0.2032477737035097,1.0,0.7967522262964903
ani -> even,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
ani -> get,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
ani -> like,0.24567836563645887,0.24567836563645887,1.0,0.7543216343635412
ani -> make,0.2105814562598219,0.2105814562598219,1.0,0.7894185437401782
ani -> new,0.22472498690413828,0.22472498690413828,1.0,0.7752750130958617
one -> ani,0.28077527501309585,0.28077527501309585,1.0,0.7192247249869042
ani -> onli,0.23153483499214247,0.23153483499214247,1.0,0.7684651650078576
ani -> peopl,0.2320586694604505,0.2320586694604505,1.0,0.7679413305395495
say -> ani,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
ani -> state,0.23782084861183866,0.23782084861183866,1.0,0.7621791513881613
take -> ani,0.20167627029858565,0.20167627029858565,1.0,0.7983237297014143
ani -> thi,0.3514929282346778,0.3514929282346778,1.0,0.6485070717653222
ani -> time,0.24305919329491882,0.24305919329491882,1.0,0.7569408067050811
use -> ani,0.20481927710843373,0.20481927710843373,1.0,0.7951807228915663
ani -> would,0.25248821372446306,0.25248821372446306,1.0,0.7475117862755369
year -> ani,0.2210581456259822,0.2210581456259822,1.0,0.7789418543740179
one -> anoth,0.21162912519643792,0.21162912519643792,1.0,0.788370874803562
anoth -> thi,0.24148768988999475,0.24148768988999475,1.0,0.7585123101100053
around -> thi,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
one -> back,0.22472498690413828,0.22472498690413828,1.0,0.7752750130958617
back -> thi,0.26925091671031953,0.26925091671031953,1.0,0.7307490832896805
becaus -> even,0.22629649030906235,0.22629649030906235,1.0,0.7737035096909377
becaus -> get,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
becaus -> like,0.2467260345730749,0.2467260345730749,1.0,0.7532739654269252
becaus -> make,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
mani -> becaus,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
becaus -> new,0.23153483499214247,0.23153483499214247,1.0,0.7684651650078576
one -> becaus,0.2718700890518596,0.2718700890518596,1.0,0.7281299109481404
becaus -> onli,0.214248297537978,0.214248297537978,1.0,0.785751702462022
becaus -> peopl,0.24777370350969094,0.24777370350969094,1.0,0.752226296490309
becaus -> said,0.2074384494499738,0.2074384494499738,1.0,0.7925615505500262
say -> becaus,0.2074384494499738,0.2074384494499738,1.0,0.7925615505500262
becaus -> state,0.22210581456259823,0.22210581456259823,1.0,0.7778941854374017
becaus -> thi,0.3373493975903614,0.3373493975903614,1.0,0.6626506024096386
becaus -> time,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
use -> becaus,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
becaus -> would,0.2425353588266108,0.2425353588266108,1.0,0.7574646411733892
year -> becaus,0.20848611838658984,0.20848611838658984,1.0,0.7915138816134102
becom -> thi,0.22629649030906235,0.22629649030906235,1.0,0.7737035096909377
befor -> like,0.20639078051335777,0.20639078051335777,1.0,0.7936092194866422
befor -> new,0.20848611838658984,0.20848611838658984,1.0,0.7915138816134102
befor -> one,0.22734415924567836,0.22734415924567836,1.0,0.7726558407543216
befor -> peopl,0.20481927710843373,0.20481927710843373,1.0,0.7951807228915663
befor -> thi,0.284442116291252,0.284442116291252,1.0,0.715557883708748
befor -> time,0.20953378732320588,0.20953378732320588,1.0,0.7904662126767941
befor -> would,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
thi -> believ,0.21529596647459404,0.21529596647459404,1.0,0.784704033525406
call -> like,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
call -> new,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
one -> call,0.23677317967522263,0.23677317967522263,1.0,0.7632268203247774
call -> peopl,0.21320062860136196,0.21320062860136196,1.0,0.7867993713986381
call -> state,0.2037716081718177,0.2037716081718177,1.0,0.7962283918281823
call -> thi,0.29544264012572025,0.29544264012572025,1.0,0.7045573598742798
call -> time,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
call -> would,0.21005762179151388,0.21005762179151388,1.0,0.7899423782084861
thi -> campaign,0.23729701414353063,0.23729701414353063,1.0,0.7627029858564693
thi -> chang,0.22367731796752227,0.22367731796752227,1.0,0.7763226820324778
clinton -> elect,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
hillari -> clinton,0.2996333158721844,0.2996333158721844,1.0,0.7003666841278156
clinton -> like,0.20534311157674176,0.20534311157674176,1.0,0.7946568884232582
clinton -> new,0.21529596647459404,0.21529596647459404,1.0,0.784704033525406
one -> clinton,0.2283918281822944,0.2283918281822944,1.0,0.7716081718177056
clinton -> peopl,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
presid -> clinton,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
clinton -> state,0.2210581456259822,0.2210581456259822,1.0,0.7789418543740179
thi -> clinton,0.3006809848088004,0.3006809848088004,1.0,0.6993190151911997
clinton -> time,0.2074384494499738,0.2074384494499738,1.0,0.7925615505500262
trump -> clinton,0.22367731796752227,0.22367731796752227,1.0,0.7763226820324778
would -> clinton,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
come -> even,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
come -> like,0.2357255107386066,0.2357255107386066,1.0,0.7642744892613934
come -> make,0.2074384494499738,0.2074384494499738,1.0,0.7925615505500262
come -> new,0.2210581456259822,0.2210581456259822,1.0,0.7789418543740179
one -> come,0.26715557883708746,0.26715557883708746,1.0,0.7328444211629126
come -> onli,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
come -> peopl,0.23467784180199058,0.23467784180199058,1.0,0.7653221581980094
say -> come,0.20639078051335777,0.20639078051335777,1.0,0.7936092194866422
come -> state,0.22262964903090623,0.22262964903090623,1.0,0.7773703509690938
take -> come,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
come -> thi,0.3258250392875851,0.3258250392875851,1.0,0.6741749607124149
come -> time,0.23624934520691462,0.23624934520691462,1.0,0.7637506547930853
come -> would,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
year -> come,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
continu -> thi,0.22943949711891043,0.22943949711891043,1.0,0.7705605028810896
could -> even,0.22629649030906235,0.22629649030906235,1.0,0.7737035096909377
could -> like,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
could -> make,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
could -> new,0.23048716605552647,0.23048716605552647,1.0,0.7695128339444736
one -> could,0.26558407543216345,0.26558407543216345,1.0,0.7344159245678366
could -> onli,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
could -> peopl,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
could -> said,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
could -> say,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
could -> state,0.2252488213724463,0.2252488213724463,1.0,0.7747511786275537
could -> thi,0.3289680460974332,0.3289680460974332,1.0,0.6710319539025669
could -> time,0.23467784180199058,0.23467784180199058,1.0,0.7653221581980094
could -> would,0.25196437925615506,0.25196437925615506,1.0,0.748035620743845
year -> could,0.21948664222105815,0.21948664222105815,1.0,0.7805133577789418
one -> countri,0.2215819800942902,0.2215819800942902,1.0,0.7784180199057098
countri -> peopl,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
countri -> state,0.21320062860136196,0.21320062860136196,1.0,0.7867993713986381
countri -> thi,0.2818229439497119,0.2818229439497119,1.0,0.718177056050288
countri -> would,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
day -> even,0.2105814562598219,0.2105814562598219,1.0,0.7894185437401782
day -> like,0.22315348349921424,0.22315348349921424,1.0,0.7768465165007857
day -> new,0.21581980094290204,0.21581980094290204,1.0,0.784180199057098
one -> day,0.24882137244630698,0.24882137244630698,1.0,0.751178627553693
day -> peopl,0.22629649030906235,0.22629649030906235,1.0,0.7737035096909377
day -> state,0.20534311157674176,0.20534311157674176,1.0,0.7946568884232582
day -> thi,0.321110529072813,0.321110529072813,1.0,0.678889470927187
day -> time,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
day -> would,0.21948664222105815,0.21948664222105815,1.0,0.7805133577789418
doe -> thi,0.21372446306967,0.21372446306967,1.0,0.78627553693033
donald -> thi,0.21686746987951808,0.21686746987951808,1.0,0.7831325301204819
donald -> trump,0.24882137244630698,0.24882137244630698,1.0,0.751178627553693
thi -> dure,0.21581980094290204,0.21581980094290204,1.0,0.784180199057098
hillari -> elect,0.21005762179151388,0.21005762179151388,1.0,0.7899423782084861
elect -> like,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
elect -> new,0.22262964903090623,0.22262964903090623,1.0,0.7773703509690938
one -> elect,0.2399161864850707,0.2399161864850707,1.0,0.7600838135149293
elect -> peopl,0.22262964903090623,0.22262964903090623,1.0,0.7773703509690938
elect -> state,0.22943949711891043,0.22943949711891043,1.0,0.7705605028810896
thi -> elect,0.30853850183342063,0.30853850183342063,1.0,0.6914614981665794
elect -> time,0.20429544264012572,0.20429544264012572,1.0,0.7957045573598742
trump -> elect,0.24044002095337874,0.24044002095337874,1.0,0.7595599790466212
would -> elect,0.22262964903090623,0.22262964903090623,1.0,0.7773703509690938
end -> thi,0.2210581456259822,0.2210581456259822,1.0,0.7789418543740179
first -> even,0.20534311157674176,0.20534311157674176,1.0,0.7946568884232582
get -> even,0.23048716605552647,0.23048716605552647,1.0,0.7695128339444736
know -> even,0.22315348349921424,0.22315348349921424,1.0,0.7768465165007857
like -> even,0.28758512310110007,0.28758512310110007,1.0,0.7124148768988999
make -> even,0.2467260345730749,0.2467260345730749,1.0,0.7532739654269252
mani -> even,0.2357255107386066,0.2357255107386066,1.0,0.7642744892613934
new -> even,0.26872708224201153,0.26872708224201153,1.0,0.7312729177579884
one -> even,0.321634363541121,0.321634363541121,1.0,0.678365636458879
onli -> even,0.2613933996856993,0.2613933996856993,1.0,0.7386066003143007
peopl -> even,0.2818229439497119,0.2818229439497119,1.0,0.718177056050288
right -> even,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
said -> even,0.2289156626506024,0.2289156626506024,1.0,0.7710843373493976
say -> even,0.2425353588266108,0.2425353588266108,1.0,0.7574646411733892
state -> even,0.25563122053431114,0.25563122053431114,1.0,0.7443687794656888
take -> even,0.23153483499214247,0.23153483499214247,1.0,0.7684651650078576
thi -> even,0.39601885804085907,0.39601885804085907,1.0,0.603981141959141
time -> even,0.27658459926663176,0.27658459926663176,1.0,0.7234154007333682
use -> even,0.22682032477737035,0.22682032477737035,1.0,0.7731796752226296
want -> even,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
way -> even,0.21005762179151388,0.21005762179151388,1.0,0.7899423782084861
work -> even,0.2037716081718177,0.2037716081718177,1.0,0.7962283918281823
world -> even,0.2032477737035097,0.2032477737035097,1.0,0.7967522262964903
would -> even,0.284442116291252,0.284442116291252,1.0,0.715557883708748
year -> even,0.24777370350969094,0.24777370350969094,1.0,0.752226296490309
thi -> everi,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
thi -> fact,0.22262964903090623,0.22262964903090623,1.0,0.7773703509690938
first -> like,0.22577265584075432,0.22577265584075432,1.0,0.7742273441592457
first -> new,0.22472498690413828,0.22472498690413828,1.0,0.7752750130958617
one -> first,0.2682032477737035,0.2682032477737035,1.0,0.7317967522262965
first -> onli,0.20534311157674176,0.20534311157674176,1.0,0.7946568884232582
first -> peopl,0.22472498690413828,0.22472498690413828,1.0,0.7752750130958617
first -> state,0.21581980094290204,0.21581980094290204,1.0,0.784180199057098
first -> thi,0.3143006809848088,0.3143006809848088,1.0,0.6856993190151912
first -> time,0.2352016762702986,0.2352016762702986,1.0,0.7647983237297014
first -> would,0.2215819800942902,0.2215819800942902,1.0,0.7784180199057098
year -> first,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
thi -> follow,0.2352016762702986,0.2352016762702986,1.0,0.7647983237297014
forc -> thi,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
gener -> thi,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
get -> know,0.20429544264012572,0.20429544264012572,1.0,0.7957045573598742
like -> get,0.2598218962807753,0.2598218962807753,1.0,0.7401781037192248
make -> get,0.22682032477737035,0.22682032477737035,1.0,0.7731796752226296
new -> get,0.23782084861183866,0.23782084861183866,1.0,0.7621791513881613
one -> get,0.2833944473546359,0.2833944473546359,1.0,0.7166055526453641
onli -> get,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
get -> peopl,0.25615505500261915,0.25615505500261915,1.0,0.7438449449973809
said -> get,0.21739130434782608,0.21739130434782608,1.0,0.782608695652174
say -> get,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
get -> state,0.22367731796752227,0.22367731796752227,1.0,0.7763226820324778
take -> get,0.2074384494499738,0.2074384494499738,1.0,0.7925615505500262
thi -> get,0.35935044525929805,0.35935044525929805,1.0,0.640649554740702
time -> get,0.25091671031953905,0.25091671031953905,1.0,0.7490832896804609
use -> get,0.20481927710843373,0.20481927710843373,1.0,0.7951807228915663
would -> get,0.2462022001047669,0.2462022001047669,1.0,0.7537977998952331
year -> get,0.22420115243583028,0.22420115243583028,1.0,0.7757988475641697
thi -> good,0.21948664222105815,0.21948664222105815,1.0,0.7805133577789418
one -> govern,0.214248297537978,0.214248297537978,1.0,0.785751702462022
govern -> peopl,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
govern -> state,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
thi -> govern,0.2603457307490833,0.2603457307490833,1.0,0.7396542692509167
would -> govern,0.2032477737035097,0.2032477737035097,1.0,0.7967522262964903
thi -> help,0.2252488213724463,0.2252488213724463,1.0,0.7747511786275537
hillari -> new,0.20534311157674176,0.20534311157674176,1.0,0.7946568884232582
one -> hillari,0.21320062860136196,0.21320062860136196,1.0,0.7867993713986381
hillari -> state,0.20848611838658984,0.20848611838658984,1.0,0.7915138816134102
hillari -> thi,0.29334730225248823,0.29334730225248823,1.0,0.7066526977475118
hillari -> trump,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
hillari -> would,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
thi -> howev,0.21320062860136196,0.21320062860136196,1.0,0.7867993713986381
one -> includ,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
thi -> includ,0.2577265584075432,0.2577265584075432,1.0,0.7422734415924568
like -> know,0.24358302776322682,0.24358302776322682,1.0,0.7564169722367732
new -> know,0.2069146149816658,0.2069146149816658,1.0,0.7930853850183341
one -> know,0.26296490309062337,0.26296490309062337,1.0,0.7370350969093766
onli -> know,0.2079622839182818,0.2079622839182818,1.0,0.7920377160817182
peopl -> know,0.2393923520167627,0.2393923520167627,1.0,0.7606076479832373
say -> know,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
state -> know,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
thi -> know,0.321634363541121,0.321634363541121,1.0,0.678365636458879
time -> know,0.23153483499214247,0.23153483499214247,1.0,0.7684651650078576
would -> know,0.23415400733368255,0.23415400733368255,1.0,0.7658459926663175
one -> last,0.20848611838658984,0.20848611838658984,1.0,0.7915138816134102
thi -> last,0.2613933996856993,0.2613933996856993,1.0,0.7386066003143007
look -> like,0.2069146149816658,0.2069146149816658,1.0,0.7930853850183341
make -> like,0.2708224201152436,0.2708224201152436,1.0,0.7291775798847564
mani -> like,0.24201152435830278,0.24201152435830278,1.0,0.7579884756416972
may -> like,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
much -> like,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
new -> like,0.286013619696176,0.286013619696176,1.0,0.713986380303824
one -> like,0.3535882661079099,0.3535882661079099,1.0,0.6464117338920901
onli -> like,0.26663174436877946,0.26663174436877946,1.0,0.7333682556312205
like -> peopl,0.3095861707700367,0.3095861707700367,1.0,0.6904138292299633
report -> like,0.20900995285489785,0.20900995285489785,1.0,0.7909900471451021
right -> like,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
said -> like,0.2582503928758512,0.2582503928758512,1.0,0.7417496071241487
say -> like,0.26558407543216345,0.26558407543216345,1.0,0.7344159245678366
see -> like,0.214772132006286,0.214772132006286,1.0,0.785227867993714
like -> state,0.26663174436877946,0.26663174436877946,1.0,0.7333682556312205
take -> like,0.2467260345730749,0.2467260345730749,1.0,0.7532739654269252
thi -> like,0.4389732844421163,0.4389732844421163,1.0,0.5610267155578836
thing -> like,0.2037716081718177,0.2037716081718177,1.0,0.7962283918281823
think -> like,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
time -> like,0.3027763226820325,0.3027763226820325,1.0,0.6972236773179675
trump -> like,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
two -> like,0.2105814562598219,0.2105814562598219,1.0,0.7894185437401782
use -> like,0.24934520691461498,0.24934520691461498,1.0,0.7506547930853851
want -> like,0.214248297537978,0.214248297537978,1.0,0.785751702462022
way -> like,0.23101100052383447,0.23101100052383447,1.0,0.7689889994761655
work -> like,0.22315348349921424,0.22315348349921424,1.0,0.7768465165007857
world -> like,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
would -> like,0.30906233630172864,0.30906233630172864,1.0,0.6909376636982714
year -> like,0.26296490309062337,0.26296490309062337,1.0,0.7370350969093766
thi -> live,0.2278679937139864,0.2278679937139864,1.0,0.7721320062860136
one -> look,0.20953378732320588,0.20953378732320588,1.0,0.7904662126767941
thi -> look,0.25615505500261915,0.25615505500261915,1.0,0.7438449449973809
one -> made,0.20900995285489785,0.20900995285489785,1.0,0.7909900471451021
made -> thi,0.25563122053431114,0.25563122053431114,1.0,0.7443687794656888
mani -> make,0.2179151388161341,0.2179151388161341,1.0,0.7820848611838659
make -> new,0.24724986904138294,0.24724986904138294,1.0,0.7527501309586171
one -> make,0.3033001571503405,0.3033001571503405,1.0,0.6966998428496596
onli -> make,0.23048716605552647,0.23048716605552647,1.0,0.7695128339444736
make -> peopl,0.26977475117862754,0.26977475117862754,1.0,0.7302252488213725
said -> make,0.21581980094290204,0.21581980094290204,1.0,0.784180199057098
say -> make,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
make -> state,0.23363017286537455,0.23363017286537455,1.0,0.7663698271346254
take -> make,0.21529596647459404,0.21529596647459404,1.0,0.784704033525406
thi -> make,0.3771608171817706,0.3771608171817706,1.0,0.6228391828182294
make -> time,0.26191723415400736,0.26191723415400736,1.0,0.7380827658459926
use -> make,0.214772132006286,0.214772132006286,1.0,0.785227867993714
work -> make,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
would -> make,0.2603457307490833,0.2603457307490833,1.0,0.7396542692509167
year -> make,0.2325825039287585,0.2325825039287585,1.0,0.7674174960712414
mani -> new,0.23153483499214247,0.23153483499214247,1.0,0.7684651650078576
one -> mani,0.286537454164484,0.286537454164484,1.0,0.7134625458355159
mani -> onli,0.21948664222105815,0.21948664222105815,1.0,0.7805133577789418
mani -> peopl,0.25563122053431114,0.25563122053431114,1.0,0.7443687794656888
say -> mani,0.20639078051335777,0.20639078051335777,1.0,0.7936092194866422
mani -> state,0.22682032477737035,0.22682032477737035,1.0,0.7731796752226296
take -> mani,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
mani -> thi,0.33420639078051334,0.33420639078051334,1.0,0.6657936092194867
mani -> time,0.2388685175484547,0.2388685175484547,1.0,0.7611314824515453
mani -> would,0.23624934520691462,0.23624934520691462,1.0,0.7637506547930853
year -> mani,0.22943949711891043,0.22943949711891043,1.0,0.7705605028810896
one -> may,0.2325825039287585,0.2325825039287585,1.0,0.7674174960712414
may -> peopl,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
may -> state,0.20115243583027764,0.20115243583027764,1.0,0.7988475641697224
thi -> may,0.2881089575694081,0.2881089575694081,1.0,0.711891042430592
time -> may,0.20272393923520168,0.20272393923520168,1.0,0.7972760607647983
would -> may,0.21162912519643792,0.21162912519643792,1.0,0.788370874803562
thi -> mean,0.21686746987951808,0.21686746987951808,1.0,0.7831325301204819
media -> one,0.2006286013619696,0.2006286013619696,1.0,0.7993713986380304
media -> thi,0.24724986904138294,0.24724986904138294,1.0,0.7527501309586171
much -> one,0.22053431115767416,0.22053431115767416,1.0,0.7794656888423258
much -> thi,0.2640125720272394,0.2640125720272394,1.0,0.7359874279727606
much -> would,0.20167627029858565,0.20167627029858565,1.0,0.7983237297014143
nation -> new,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
one -> nation,0.23677317967522263,0.23677317967522263,1.0,0.7632268203247774
nation -> peopl,0.21267679413305396,0.21267679413305396,1.0,0.787323205866946
nation -> state,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
nation -> thi,0.285489785227868,0.285489785227868,1.0,0.7145102147721321
nation -> time,0.20220010476689365,0.20220010476689365,1.0,0.7977998952331063
nation -> would,0.21110529072812992,0.21110529072812992,1.0,0.7888947092718701
year -> nation,0.2001047668936616,0.2001047668936616,1.0,0.7998952331063384
one -> need,0.21948664222105815,0.21948664222105815,1.0,0.7805133577789418
need -> thi,0.2729177579884756,0.2729177579884756,1.0,0.7270822420115244
never -> thi,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
one -> new,0.33106338397066526,0.33106338397066526,1.0,0.6689366160293347
onli -> new,0.25615505500261915,0.25615505500261915,1.0,0.7438449449973809
new -> peopl,0.286537454164484,0.286537454164484,1.0,0.7134625458355159
presid -> new,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
report -> new,0.23729701414353063,0.23729701414353063,1.0,0.7627029858564693
right -> new,0.2032477737035097,0.2032477737035097,1.0,0.7967522262964903
said -> new,0.2566788894709272,0.2566788894709272,1.0,0.7433211105290728
say -> new,0.24724986904138294,0.24724986904138294,1.0,0.7527501309586171
new -> state,0.2886327920377161,0.2886327920377161,1.0,0.7113672079622839
new -> support,0.20167627029858565,0.20167627029858565,1.0,0.7983237297014143
take -> new,0.23729701414353063,0.23729701414353063,1.0,0.7627029858564693
thi -> new,0.43635411210057623,0.43635411210057623,1.0,0.5636458878994237
time -> new,0.2975379779989523,0.2975379779989523,1.0,0.7024620220010477
trump -> new,0.20900995285489785,0.20900995285489785,1.0,0.7909900471451021
two -> new,0.22210581456259823,0.22210581456259823,1.0,0.7778941854374017
use -> new,0.23624934520691462,0.23624934520691462,1.0,0.7637506547930853
way -> new,0.20586694604504976,0.20586694604504976,1.0,0.7941330539549503
work -> new,0.22420115243583028,0.22420115243583028,1.0,0.7757988475641697
world -> new,0.214248297537978,0.214248297537978,1.0,0.785751702462022
would -> new,0.2964903090623363,0.2964903090623363,1.0,0.7035096909376637
year -> new,0.27029858564693554,0.27029858564693554,1.0,0.7297014143530645
one -> onli,0.3038239916186485,0.3038239916186485,1.0,0.6961760083813515
one -> peopl,0.3499214248297538,0.3499214248297538,1.0,0.6500785751702463
one -> point,0.20167627029858565,0.20167627029858565,1.0,0.7983237297014143
one -> polit,0.21634363541121004,0.21634363541121004,1.0,0.78365636458879
one -> presid,0.22629649030906235,0.22629649030906235,1.0,0.7737035096909377
one -> report,0.24358302776322682,0.24358302776322682,1.0,0.7564169722367732
one -> right,0.24567836563645887,0.24567836563645887,1.0,0.7543216343635412
one -> said,0.28758512310110007,0.28758512310110007,1.0,0.7124148768988999
one -> say,0.27972760607647984,0.27972760607647984,1.0,0.7202723939235202
one -> see,0.24201152435830278,0.24201152435830278,1.0,0.7579884756416972
one -> show,0.20481927710843373,0.20481927710843373,1.0,0.7951807228915663
one -> state,0.31849135673127293,0.31849135673127293,1.0,0.6815086432687271
one -> support,0.22001047668936616,0.22001047668936616,1.0,0.7799895233106339
one -> take,0.28496595075956,0.28496595075956,1.0,0.71503404924044
one -> thi,0.49869041382922996,0.49869041382922996,1.0,0.50130958617077
one -> thing,0.22420115243583028,0.22420115243583028,1.0,0.7757988475641697
one -> think,0.2210581456259822,0.2210581456259822,1.0,0.7789418543740179
one -> time,0.3530644316396019,0.3530644316396019,1.0,0.6469355683603981
one -> trump,0.21843897328444212,0.21843897328444212,1.0,0.7815610267155579
one -> two,0.25405971712938713,0.25405971712938713,1.0,0.7459402828706129
